case_id,component_id,area,kind,role,environment,scenario,primary_stream,priority,multitenant,external_dependency,mutable,allowed_role,iso_25010_focus,iso_29119_artifact,security_reference,source_family,local_ref,preconditions,expected_result,description,source_refs
UC-01762,ADMIN_TENANT_CREATE,admin,router,portal_user,PRECERT,missing_required,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=PRECERT;role=portal_user;component=ADMIN_TENANT_CREATE,Validation error is returned without corrupting persisted state.,"Validate ADMIN_TENANT_CREATE for role=portal_user, env=PRECERT, scenario=missing_required using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01763,ADMIN_TENANT_CREATE,admin,router,portal_user,PRECERT,invalid_format,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=PRECERT;role=portal_user;component=ADMIN_TENANT_CREATE,Input is rejected with explicit validation feedback and no unsafe fallback.,"Validate ADMIN_TENANT_CREATE for role=portal_user, env=PRECERT, scenario=invalid_format using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01764,ADMIN_TENANT_CREATE,admin,router,portal_user,PRECERT,boundary_min,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=PRECERT;role=portal_user;component=ADMIN_TENANT_CREATE,Minimum valid payload or state is processed consistently with documented defaults.,"Validate ADMIN_TENANT_CREATE for role=portal_user, env=PRECERT, scenario=boundary_min using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01765,ADMIN_TENANT_CREATE,admin,router,portal_user,PRECERT,boundary_max,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=PRECERT;role=portal_user;component=ADMIN_TENANT_CREATE,"Upper-bound payload is handled without truncation, timeout, or silent data loss.","Validate ADMIN_TENANT_CREATE for role=portal_user, env=PRECERT, scenario=boundary_max using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01766,ADMIN_TENANT_CREATE,admin,router,portal_user,PRECERT,unauthorized,regression,critical,no,no,yes,no,"functional_suitability,security",test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=PRECERT;role=portal_user;component=ADMIN_TENANT_CREATE,Unauthorized access is blocked with 401/403/redirect and no data disclosure.,"Validate ADMIN_TENANT_CREATE for role=portal_user, env=PRECERT, scenario=unauthorized using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01767,ADMIN_TENANT_CREATE,admin,router,portal_user,PRECERT,cross_tenant,regression,critical,no,no,yes,no,"functional_suitability,security",test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=PRECERT;role=portal_user;component=ADMIN_TENANT_CREATE;baseline_record_exists,No tenant boundary bypass is possible; unrelated records remain hidden.,"Validate ADMIN_TENANT_CREATE for role=portal_user, env=PRECERT, scenario=cross_tenant using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01768,ADMIN_TENANT_CREATE,admin,router,portal_user,PRECERT,duplicate_request,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=PRECERT;role=portal_user;component=ADMIN_TENANT_CREATE;baseline_record_exists,Duplicate request is idempotent or rejected deterministically without double effects.,"Validate ADMIN_TENANT_CREATE for role=portal_user, env=PRECERT, scenario=duplicate_request using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01769,ADMIN_TENANT_CREATE,admin,router,portal_user,PRECERT,external_timeout,functional,critical,no,no,yes,no,"functional_suitability,reliability",test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=PRECERT;role=portal_user;component=ADMIN_TENANT_CREATE,Component remains stable even when dependent collaborators are unavailable.,"Validate ADMIN_TENANT_CREATE for role=portal_user, env=PRECERT, scenario=external_timeout using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01770,ADMIN_TENANT_CREATE,admin,router,portal_user,PRECERT,regression_route_guard,regression,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=PRECERT;role=portal_user;component=ADMIN_TENANT_CREATE;previously_verified_baseline_available,Previously protected flow remains protected after code or config changes.,"Validate ADMIN_TENANT_CREATE for role=portal_user, env=PRECERT, scenario=regression_route_guard using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01771,ADMIN_TENANT_CREATE,admin,router,portal_user,PRECERT,security_abuse,regression,critical,no,no,yes,no,"functional_suitability,security",test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=PRECERT;role=portal_user;component=ADMIN_TENANT_CREATE,"Abuse is rate-limited, rejected, logged, or neutralized without compromising integrity.","Validate ADMIN_TENANT_CREATE for role=portal_user, env=PRECERT, scenario=security_abuse using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01772,ADMIN_TENANT_CREATE,admin,router,portal_user,CERT_PROD_LIKE,happy_path,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=CERT_PROD_LIKE;role=portal_user;component=ADMIN_TENANT_CREATE,Access is denied or redirected without privilege escalation.,"Validate ADMIN_TENANT_CREATE for role=portal_user, env=CERT_PROD_LIKE, scenario=happy_path using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01773,ADMIN_TENANT_CREATE,admin,router,portal_user,CERT_PROD_LIKE,missing_required,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=CERT_PROD_LIKE;role=portal_user;component=ADMIN_TENANT_CREATE,Validation error is returned without corrupting persisted state.,"Validate ADMIN_TENANT_CREATE for role=portal_user, env=CERT_PROD_LIKE, scenario=missing_required using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01774,ADMIN_TENANT_CREATE,admin,router,portal_user,CERT_PROD_LIKE,invalid_format,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=CERT_PROD_LIKE;role=portal_user;component=ADMIN_TENANT_CREATE,Input is rejected with explicit validation feedback and no unsafe fallback.,"Validate ADMIN_TENANT_CREATE for role=portal_user, env=CERT_PROD_LIKE, scenario=invalid_format using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01775,ADMIN_TENANT_CREATE,admin,router,portal_user,CERT_PROD_LIKE,boundary_min,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=CERT_PROD_LIKE;role=portal_user;component=ADMIN_TENANT_CREATE,Minimum valid payload or state is processed consistently with documented defaults.,"Validate ADMIN_TENANT_CREATE for role=portal_user, env=CERT_PROD_LIKE, scenario=boundary_min using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01776,ADMIN_TENANT_CREATE,admin,router,portal_user,CERT_PROD_LIKE,boundary_max,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=CERT_PROD_LIKE;role=portal_user;component=ADMIN_TENANT_CREATE,"Upper-bound payload is handled without truncation, timeout, or silent data loss.","Validate ADMIN_TENANT_CREATE for role=portal_user, env=CERT_PROD_LIKE, scenario=boundary_max using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01777,ADMIN_TENANT_CREATE,admin,router,portal_user,CERT_PROD_LIKE,unauthorized,regression,critical,no,no,yes,no,"functional_suitability,security",test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=CERT_PROD_LIKE;role=portal_user;component=ADMIN_TENANT_CREATE,Unauthorized access is blocked with 401/403/redirect and no data disclosure.,"Validate ADMIN_TENANT_CREATE for role=portal_user, env=CERT_PROD_LIKE, scenario=unauthorized using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01778,ADMIN_TENANT_CREATE,admin,router,portal_user,CERT_PROD_LIKE,cross_tenant,regression,critical,no,no,yes,no,"functional_suitability,security",test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=CERT_PROD_LIKE;role=portal_user;component=ADMIN_TENANT_CREATE;baseline_record_exists,No tenant boundary bypass is possible; unrelated records remain hidden.,"Validate ADMIN_TENANT_CREATE for role=portal_user, env=CERT_PROD_LIKE, scenario=cross_tenant using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01779,ADMIN_TENANT_CREATE,admin,router,portal_user,CERT_PROD_LIKE,duplicate_request,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=CERT_PROD_LIKE;role=portal_user;component=ADMIN_TENANT_CREATE;baseline_record_exists,Duplicate request is idempotent or rejected deterministically without double effects.,"Validate ADMIN_TENANT_CREATE for role=portal_user, env=CERT_PROD_LIKE, scenario=duplicate_request using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01780,ADMIN_TENANT_CREATE,admin,router,portal_user,CERT_PROD_LIKE,external_timeout,functional,critical,no,no,yes,no,"functional_suitability,reliability",test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=CERT_PROD_LIKE;role=portal_user;component=ADMIN_TENANT_CREATE,Component remains stable even when dependent collaborators are unavailable.,"Validate ADMIN_TENANT_CREATE for role=portal_user, env=CERT_PROD_LIKE, scenario=external_timeout using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01781,ADMIN_TENANT_CREATE,admin,router,portal_user,CERT_PROD_LIKE,regression_route_guard,regression,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=CERT_PROD_LIKE;role=portal_user;component=ADMIN_TENANT_CREATE;previously_verified_baseline_available,Previously protected flow remains protected after code or config changes.,"Validate ADMIN_TENANT_CREATE for role=portal_user, env=CERT_PROD_LIKE, scenario=regression_route_guard using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01782,ADMIN_TENANT_CREATE,admin,router,portal_user,CERT_PROD_LIKE,security_abuse,regression,critical,no,no,yes,no,"functional_suitability,security",test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=CERT_PROD_LIKE;role=portal_user;component=ADMIN_TENANT_CREATE,"Abuse is rate-limited, rejected, logged, or neutralized without compromising integrity.","Validate ADMIN_TENANT_CREATE for role=portal_user, env=CERT_PROD_LIKE, scenario=security_abuse using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01783,ADMIN_TENANT_CREATE,admin,router,odoo_operator,development,happy_path,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=development;role=odoo_operator;component=ADMIN_TENANT_CREATE,Access is denied or redirected without privilege escalation.,"Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=development, scenario=happy_path using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01784,ADMIN_TENANT_CREATE,admin,router,odoo_operator,development,missing_required,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=development;role=odoo_operator;component=ADMIN_TENANT_CREATE,Validation error is returned without corrupting persisted state.,"Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=development, scenario=missing_required using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01785,ADMIN_TENANT_CREATE,admin,router,odoo_operator,development,invalid_format,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=development;role=odoo_operator;component=ADMIN_TENANT_CREATE,Input is rejected with explicit validation feedback and no unsafe fallback.,"Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=development, scenario=invalid_format using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01786,ADMIN_TENANT_CREATE,admin,router,odoo_operator,development,boundary_min,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=development;role=odoo_operator;component=ADMIN_TENANT_CREATE,Minimum valid payload or state is processed consistently with documented defaults.,"Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=development, scenario=boundary_min using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01787,ADMIN_TENANT_CREATE,admin,router,odoo_operator,development,boundary_max,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=development;role=odoo_operator;component=ADMIN_TENANT_CREATE,"Upper-bound payload is handled without truncation, timeout, or silent data loss.","Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=development, scenario=boundary_max using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01788,ADMIN_TENANT_CREATE,admin,router,odoo_operator,development,unauthorized,regression,critical,no,no,yes,no,"functional_suitability,security",test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=development;role=odoo_operator;component=ADMIN_TENANT_CREATE,Unauthorized access is blocked with 401/403/redirect and no data disclosure.,"Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=development, scenario=unauthorized using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01789,ADMIN_TENANT_CREATE,admin,router,odoo_operator,development,cross_tenant,regression,critical,no,no,yes,no,"functional_suitability,security",test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=development;role=odoo_operator;component=ADMIN_TENANT_CREATE;baseline_record_exists,No tenant boundary bypass is possible; unrelated records remain hidden.,"Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=development, scenario=cross_tenant using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01790,ADMIN_TENANT_CREATE,admin,router,odoo_operator,development,duplicate_request,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=development;role=odoo_operator;component=ADMIN_TENANT_CREATE;baseline_record_exists,Duplicate request is idempotent or rejected deterministically without double effects.,"Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=development, scenario=duplicate_request using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01791,ADMIN_TENANT_CREATE,admin,router,odoo_operator,development,external_timeout,functional,critical,no,no,yes,no,"functional_suitability,reliability",test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=development;role=odoo_operator;component=ADMIN_TENANT_CREATE,Component remains stable even when dependent collaborators are unavailable.,"Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=development, scenario=external_timeout using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01792,ADMIN_TENANT_CREATE,admin,router,odoo_operator,development,regression_route_guard,regression,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=development;role=odoo_operator;component=ADMIN_TENANT_CREATE;previously_verified_baseline_available,Previously protected flow remains protected after code or config changes.,"Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=development, scenario=regression_route_guard using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01793,ADMIN_TENANT_CREATE,admin,router,odoo_operator,development,security_abuse,regression,critical,no,no,yes,no,"functional_suitability,security",test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=development;role=odoo_operator;component=ADMIN_TENANT_CREATE,"Abuse is rate-limited, rejected, logged, or neutralized without compromising integrity.","Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=development, scenario=security_abuse using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01794,ADMIN_TENANT_CREATE,admin,router,odoo_operator,PRECERT,happy_path,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=PRECERT;role=odoo_operator;component=ADMIN_TENANT_CREATE,Access is denied or redirected without privilege escalation.,"Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=PRECERT, scenario=happy_path using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01795,ADMIN_TENANT_CREATE,admin,router,odoo_operator,PRECERT,missing_required,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=PRECERT;role=odoo_operator;component=ADMIN_TENANT_CREATE,Validation error is returned without corrupting persisted state.,"Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=PRECERT, scenario=missing_required using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01796,ADMIN_TENANT_CREATE,admin,router,odoo_operator,PRECERT,invalid_format,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=PRECERT;role=odoo_operator;component=ADMIN_TENANT_CREATE,Input is rejected with explicit validation feedback and no unsafe fallback.,"Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=PRECERT, scenario=invalid_format using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01797,ADMIN_TENANT_CREATE,admin,router,odoo_operator,PRECERT,boundary_min,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=PRECERT;role=odoo_operator;component=ADMIN_TENANT_CREATE,Minimum valid payload or state is processed consistently with documented defaults.,"Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=PRECERT, scenario=boundary_min using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01798,ADMIN_TENANT_CREATE,admin,router,odoo_operator,PRECERT,boundary_max,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=PRECERT;role=odoo_operator;component=ADMIN_TENANT_CREATE,"Upper-bound payload is handled without truncation, timeout, or silent data loss.","Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=PRECERT, scenario=boundary_max using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01799,ADMIN_TENANT_CREATE,admin,router,odoo_operator,PRECERT,unauthorized,regression,critical,no,no,yes,no,"functional_suitability,security",test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=PRECERT;role=odoo_operator;component=ADMIN_TENANT_CREATE,Unauthorized access is blocked with 401/403/redirect and no data disclosure.,"Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=PRECERT, scenario=unauthorized using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01800,ADMIN_TENANT_CREATE,admin,router,odoo_operator,PRECERT,cross_tenant,regression,critical,no,no,yes,no,"functional_suitability,security",test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=PRECERT;role=odoo_operator;component=ADMIN_TENANT_CREATE;baseline_record_exists,No tenant boundary bypass is possible; unrelated records remain hidden.,"Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=PRECERT, scenario=cross_tenant using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01801,ADMIN_TENANT_CREATE,admin,router,odoo_operator,PRECERT,duplicate_request,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=PRECERT;role=odoo_operator;component=ADMIN_TENANT_CREATE;baseline_record_exists,Duplicate request is idempotent or rejected deterministically without double effects.,"Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=PRECERT, scenario=duplicate_request using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01802,ADMIN_TENANT_CREATE,admin,router,odoo_operator,PRECERT,external_timeout,functional,critical,no,no,yes,no,"functional_suitability,reliability",test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=PRECERT;role=odoo_operator;component=ADMIN_TENANT_CREATE,Component remains stable even when dependent collaborators are unavailable.,"Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=PRECERT, scenario=external_timeout using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01803,ADMIN_TENANT_CREATE,admin,router,odoo_operator,PRECERT,regression_route_guard,regression,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=PRECERT;role=odoo_operator;component=ADMIN_TENANT_CREATE;previously_verified_baseline_available,Previously protected flow remains protected after code or config changes.,"Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=PRECERT, scenario=regression_route_guard using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01804,ADMIN_TENANT_CREATE,admin,router,odoo_operator,PRECERT,security_abuse,regression,critical,no,no,yes,no,"functional_suitability,security",test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=PRECERT;role=odoo_operator;component=ADMIN_TENANT_CREATE,"Abuse is rate-limited, rejected, logged, or neutralized without compromising integrity.","Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=PRECERT, scenario=security_abuse using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01805,ADMIN_TENANT_CREATE,admin,router,odoo_operator,CERT_PROD_LIKE,happy_path,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=CERT_PROD_LIKE;role=odoo_operator;component=ADMIN_TENANT_CREATE,Access is denied or redirected without privilege escalation.,"Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=CERT_PROD_LIKE, scenario=happy_path using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01806,ADMIN_TENANT_CREATE,admin,router,odoo_operator,CERT_PROD_LIKE,missing_required,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=CERT_PROD_LIKE;role=odoo_operator;component=ADMIN_TENANT_CREATE,Validation error is returned without corrupting persisted state.,"Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=CERT_PROD_LIKE, scenario=missing_required using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
UC-01807,ADMIN_TENANT_CREATE,admin,router,odoo_operator,CERT_PROD_LIKE,invalid_format,functional,critical,no,no,yes,no,functional_suitability,test_case_specification,OWASP ASVS,local_repo,app/routers/admin.py,environment=CERT_PROD_LIKE;role=odoo_operator;component=ADMIN_TENANT_CREATE,Input is rejected with explicit validation feedback and no unsafe fallback.,"Validate ADMIN_TENANT_CREATE for role=odoo_operator, env=CERT_PROD_LIKE, scenario=invalid_format using auditable expectations.","app/routers/admin.py | Repository routes, tests, components, addons and notes | https://owasp.org/www-project-application-security-verification-standard/ | docs/compliance/2026-03-18_iso_cleanliness_baseline.md"
